name	area	block	address	sale_num	build_year	mid_price	image	url	all_num
朱雀花园	碑林区	体育场	朱雀大街	2	2011年	12897	https://pic1.ajkimg.com/display/ajk/91b4a9adc43ba4ab1943417829f5bfd3/180x135c.jpg	https://m.anjuke.com/xa/community/274942/	3676户
电机厂家属院	碑林区	环城南路	金花北路26号	9	1999年	9470	https://pic1.ajkimg.com/display/ajk/0ac724facb228e34b64f8245f63025d0/180x135c.jpg	https://m.anjuke.com/xa/community/312746/	30户
3513厂家属院	碑林区	环城南路	含光北路26号	0	1995年	11558	https://pic1.ajkimg.com/display/ajk/55bb1857483b50b11fa2b18a80a4059c/180x135c.jpg	https://m.anjuke.com/xa/community/306680/	1850户
二保家属院	碑林区	红缨路	环城南路	4		12849	https://pic1.ajkimg.com/display/ajk/0631aac0f20889c168b909cf8a6b2ae2/180x135c.jpg	https://m.anjuke.com/xa/community/417053/	155户
摩登COM商务公寓	碑林区	太乙路	乐居南路47号	5	2005年	13363	https://pic1.ajkimg.com/display/ajk/851f9a24302d0acf29adb589fbee13df/180x135c.jpg	https://m.anjuke.com/xa/community/274800/	347户
城东小筑	碑林区	东关南街	伞塔路168号	2	2006年	10711	https://pic1.ajkimg.com/display/ajk/57ab21e4b6d7c0477b63ba9be5f7af30/180x135c.jpg	https://m.anjuke.com/xa/community/274841/	306户
碑林区法院家属院	碑林区	何家村	含光路中段甲字29号	4	2010年	11415	https://pic1.ajkimg.com/display/ajk/8f5c91364972c1dc9394a181418f6108/180x135c.jpg	https://m.anjuke.com/xa/community/829914/	324户
建材公司家属院	碑林区	李家村	建西街	4	2015年	10493	https://pic1.ajkimg.com/display/ajk/42e44577027d926a330da3669c924669/180x135c.jpg	https://m.anjuke.com/xa/community/313655/	30户
西安电信互助路小区	碑林区	东关正街	互助路6号	14		13163	https://pic1.ajkimg.com/display/ajk/ea5ae8f8548632d07e3817b4bf34180b/180x135c.jpg	https://m.anjuke.com/xa/community/308993/	472户
市政家属院	碑林区	长乐坊	古新巷6号	3	1998年	9993	https://pic1.ajkimg.com/display/ajk/c688671944bd9b958c04dc32dd0999df/180x135c.jpg	https://m.anjuke.com/xa/community/314492/	42户
盛龙广场太白苑	碑林区	太白立交	二环南路西段151号	3	2014年	12697	https://pic1.ajkimg.com/display/ajk/55c9af1601899570ee20ad794e3b54ca/180x135c.jpg	https://m.anjuke.com/xa/community/830087/	1286户
边家村小区	碑林区	太白立交	西何家路	1	1998年	10683	https://pic1.ajkimg.com/display/ajk/75085e11111bf711955b1d7bb2f3f1e0/180x135c.jpg	https://m.anjuke.com/xa/community/274622/	504户
西北电业职工大学家属院(南区)	碑林区	文艺路	明胜街	5	2015年	10494	https://pic1.ajkimg.com/display/ajk/0591629826330f19c0167d96246841c1/180x135c.jpg	https://m.anjuke.com/xa/community/830531/	616户
西安建筑科技大学家属院	碑林区	李家村	雁塔路13号	0		9785	https://pic1.ajkimg.com/display/ajk/c293db5314d9e1aae6a07d5fe6b0fb19/180x135c.jpg	https://m.anjuke.com/xa/community/395757/	3207户
长安公馆	碑林区	南稍门	环城南路16号	2	2011年	17662	https://pic1.ajkimg.com/display/ajk/150b0dc94a422e9648945296943a15a5/180x135c.jpg	https://m.anjuke.com/xa/community/951979/	830户
祥和花园	碑林区	何家村	二环南路西段115号	7	1999年	11223	https://pic1.ajkimg.com/display/ajk/ae25800bac13f923460ac6086555d778/180x135c.jpg	https://m.anjuke.com/xa/community/294139/	1236户
文化小区(碑林)	碑林区	太乙路	乐居场	6	2015年	10338	https://pic1.ajkimg.com/display/ajk/345bf84f35f2cf2ea83640aeb867c0af/180x135c.jpg	https://m.anjuke.com/xa/community/305675/	532户
索罗巷小区	碑林区	环城南路	索罗巷	4	1997年	9827	https://pic1.ajkimg.com/display/ajk/4a55ae3b884b09ebf5aee18cd45477ae/180x135c.jpg	https://m.anjuke.com/xa/community/303591/	476户
阳光家园(碑林)	碑林区	长乐坊	更新街19号	1	2002年	9901	https://pic1.ajkimg.com/display/ajk/349a8a1c439521a80d50328677ad41ce/180x135c.jpg	https://m.anjuke.com/xa/community/312409/	84户
乐居东方	碑林区	西安交通大学	乐居场正街68号	13	2009年	13361	https://pic1.ajkimg.com/display/ajk/f35009b93e25289eb126775f44286439/180x135c.jpg	https://m.anjuke.com/xa/community/274768/	202户
体育馆家属院	碑林区	南门	体育馆南路2号	2	2004年	10807	https://pic1.ajkimg.com/display/ajk/542c2c52cf5ae3429c9d847c8de54c38/180x135c.jpg	https://m.anjuke.com/xa/community/314662/	351户
大华花园	碑林区	文艺路	建东街151号	9	2009年	10868	https://pic1.ajkimg.com/display/ajk/8b745340a7a228b932fdcd229808665b/180x135c.jpg	https://m.anjuke.com/xa/community/274515/	224户
南关村建设路小区	碑林区	文艺路	建设西路	2	2007年	10679	https://pic1.ajkimg.com/display/ajk/4461438e621002c7b5bf14d74386110d/180x135c.jpg	https://m.anjuke.com/xa/community/312513/	282户
卧龙小区	碑林区	东大街	开通西巷5号	0	2005年	10064	https://pic1.ajkimg.com/display/ajk/c0a56404c8654eb0db4606578ae7e78f/180x135c.jpg	https://m.anjuke.com/xa/community/879434/	171户
振兴嘉苑	碑林区	南门	振兴路64号	0	2009年	8709	https://pic1.ajkimg.com/display/ajk/f9775250454ccb575c06ce30e2eeeb16/180x135c.jpg	https://m.anjuke.com/xa/community/424355/	465户
卧龙巷小区	碑林区	环城南路	卧龙巷	1	2002年	11012	https://pic1.ajkimg.com/display/ajk/28df86f15d1536d0e4e3195ed8a34929/180x135c.jpg	https://m.anjuke.com/xa/community/311525/	385户
省建行朱雀路家属院	碑林区	西安交通大学	大学东路22号	5	2015年	12560	https://pic1.ajkimg.com/display/ajk/dec4f329a9f7a1d5f42a1f48fa2f5516/180x135c.jpg	https://m.anjuke.com/xa/community/592939/	528户
张家西村	碑林区	红缨路	邮电北巷	6	2015年	9382	https://pic1.ajkimg.com/display/ajk/c6833536aa3f58d401df5c2d3f892139/180x135c.jpg	https://m.anjuke.com/xa/community/831034/	276户
建大家属院	碑林区	李家村	建设东路122号	0	2015年	10614	https://pic1.ajkimg.com/display/ajk/9d6e61cbf07e3c51429b3b057de1fdf2/180x135c.jpg	https://m.anjuke.com/xa/community/331674/	426户
奥林匹克中心广场	碑林区	体育场	长安北路14号	1	2011年	9306	https://pic1.ajkimg.com/display/ajk/2878f706ecbaa6feb0ee38dcc63ef5b3/180x135c.jpg	https://m.anjuke.com/xa/community/274529/	184户
财政局家属院(碑林)	碑林区	边家村	永宁村80号	2	2009年	11418	https://pic1.ajkimg.com/display/ajk/ef79a3024c46f1acd046401cc20ed75d/180x135c.jpg	https://m.anjuke.com/xa/community/614831/	56户
高山流水星座	碑林区	长乐坊	东二环路	26		12611	https://pages.anjukestatic.com/usersite/touch/img/global/defaultImg/list-deft-img.png	https://m.anjuke.com/xa/community/1038907/	--
菊花园36号家属院	碑林区	东大街	菊花园36号	0		10692	https://pic1.ajkimg.com/display/ajk/46b0db427d5dc55c794df57494ad370a/180x135c.jpg	https://m.anjuke.com/xa/community/951834/	72户
普天小区	碑林区	环城南路	咸宁中路124号	0	2008年	9863	https://pic1.ajkimg.com/display/ajk/156302ea15ae80f6750658c4b2043cae/180x135c.jpg	https://m.anjuke.com/xa/community/320227/	1384户
兴庆小区金花坊12号院	碑林区	东关正街	兴庆东巷	5		9373	https://pic1.ajkimg.com/display/ajk/78515f9339c987dd4202e0276a9f49ce/180x135c.jpg	https://m.anjuke.com/xa/community/1062233/	48户
西北电力研究家属院	碑林区	西安交通大学	金水路40号	1		11827	https://pic1.ajkimg.com/display/ajk/15fca18d7ba56e7120d8325abbe3b308/180x135c.jpg	https://m.anjuke.com/xa/community/1044688/	148户
西铁警校家属院	碑林区	西安交通大学	南二环东段43号	0		12005	https://pic1.ajkimg.com/display/ajk/396985b34750f728c4d4d0bde61148b2/180x135c.jpg	https://m.anjuke.com/xa/community/830637/	296户
含光苑	碑林区	何家村	含光中路15号	3	2008年	11041	https://pic1.ajkimg.com/display/ajk/3064301f8d56866cda69d1ed634b560c/180x135c.jpg	https://m.anjuke.com/xa/community/299724/	196户
含光中学家属院	碑林区	环城南路	大学南路1号	5		12135	https://pic1.ajkimg.com/display/ajk/9a58c31dddfbefc3d6229ac553a5b923/180x135c.jpg	https://m.anjuke.com/xa/community/830461/	256户
景龙池新居	碑林区	东关南街	景龙池68号	6	2002年	10260	https://pic1.ajkimg.com/display/ajk/06dd594c5a0c983f420dda35e8146c92/180x135c.jpg	https://m.anjuke.com/xa/community/274849/	164户
建行家属院(边家村)	碑林区	边家村	水文巷6号	1	2015年	12983	https://pic1.ajkimg.com/display/ajk/c621e12ad1f127b66d03592278b7f693/180x135c.jpg	https://m.anjuke.com/xa/community/410387/	56户
古新巷小区	碑林区	东关南街	古新巷18号	1	2007年	9928	https://pic1.ajkimg.com/display/ajk/0b87088ea2fb085c6cf2bd6f87c43a76/180x135c.jpg	https://m.anjuke.com/xa/community/308733/	276户
菊林公寓	碑林区	南大街	菊花园85号	7	2015年	9400	https://pic1.ajkimg.com/display/ajk/11ecc7c13ba7a906b096bea712000639/180x135c.jpg	https://m.anjuke.com/xa/community/315169/	78户
陕西省地矿局家属院	碑林区	东大街	端履门24号	2	2015年	12096	https://pic1.ajkimg.com/display/ajk/541c54bfdb1f968dd38ad0635e894826/180x135c.jpg	https://m.anjuke.com/xa/community/829993/	450户
陕建八公司白庙馨苑小区	碑林区	西工大	南二环西段17号	0	2015年	13185	https://pic1.ajkimg.com/display/ajk/8eda7fb54d0fba801df88082bc492539/180x135c.jpg	https://m.anjuke.com/xa/community/315432/	240户
互助路一号	碑林区	东关正街	互助路1号	1	2013年	12606	https://pic1.ajkimg.com/display/ajk/6f0f751aa4d9a1fd0848269b5570cb2b/180x135c.jpg	https://m.anjuke.com/xa/community/952004/	418户
黄金屋住宅楼	碑林区	大学南路	边西街2号	15	2007年	15962	https://pic1.ajkimg.com/display/ajk/422b6c4f829da44253316fec7a392acb/180x135c.jpg	https://m.anjuke.com/xa/community/274603/	243户
中铁一局家属院	碑林区	西安交通大学	太乙路南段25号	1	2008年	13492	https://pic1.ajkimg.com/display/ajk/6b5344f5e57731290ff1767f3a5436f3/180x135c.jpg	https://m.anjuke.com/xa/community/290716/	188户
公安碑林分局家属院	碑林区	环城南路	更新街	13	1998年	13368	https://pic1.ajkimg.com/display/ajk/f890ec689b05818f4770b9ee555ba640/180x135c.jpg	https://m.anjuke.com/xa/community/274707/	496户
地矿局家属院	碑林区	文艺路	长胜街99号	0	2015年	14917	https://pic1.ajkimg.com/display/ajk/3592e8000c16a8d4105719eef90556f4/180x135c.jpg	https://m.anjuke.com/xa/community/313738/	644户
东新花园(碑林)	碑林区	西安交通大学	交大街	8	2005年	8218	https://pic1.ajkimg.com/display/ajk/d715cdad6a736f35ad45858d53c7a885/180x135c.jpg	https://m.anjuke.com/xa/community/830181/	156户
粮油局家属院	碑林区	友谊东路	乐居南路19号	5	2006年	10154	https://pic1.ajkimg.com/display/ajk/fd2552c4938c06449b46591c7334be04/180x135c.jpg	https://m.anjuke.com/xa/community/830966/	91户
德鑫园小区	碑林区	东关正街	互助路	15	1999年	8532	https://pic1.ajkimg.com/display/ajk/d5625b49e12f6f9307b3a55e7ab7ac76/180x135c.jpg	https://m.anjuke.com/xa/community/274452/	189户
陕建一建集团和平门小区二院	碑林区	李家村	建东街53号	1		8806	https://pic1.ajkimg.com/display/ajk/44f67315c2e5ce1cf1ab7f4e4ed4bc77/180x135c.jpg	https://m.anjuke.com/xa/community/1062243/	65户
铁一局家属院	碑林区	太乙路	太乙路	0	2015年	14562	https://pic1.ajkimg.com/display/ajk/a1c7d222f72a4d81986c6fe7cb9382d4/180x135c.jpg	https://m.anjuke.com/xa/community/401999/	172户
管委会家属院(碑林)	碑林区	西安交通大学	火炬路1号	0	2015年	11962	https://pic1.ajkimg.com/display/ajk/239fcba5963010b47c3339dd6b8ff949/180x135c.jpg	https://m.anjuke.com/xa/community/830367/	96户
铂林美域	碑林区	东大街	柏树林街41号	0	2011年	10198	https://pic1.ajkimg.com/display/ajk/023c214247bebb9f30caae2c2df11e9a/180x135c.jpg	https://m.anjuke.com/xa/community/274565/	314户
安装技校家属院	碑林区	红缨路	红缨东坊12号	10		13174	https://pic1.ajkimg.com/display/ajk/8fd881174d53d0dabdfe65fbcc271e29/180x135c.jpg	https://m.anjuke.com/xa/community/608990/	279户
煤炭工业西安设计研究院住宅区	碑林区	西安交通大学	南二环东段137号	1	2004年	11666	https://pic1.ajkimg.com/display/ajk/541838300dc91a958bbb675d1ee9a9ee/180x135c.jpg	https://m.anjuke.com/xa/community/351205/	3576户
丝绸公司家属院	碑林区	环城南路	大学东路43号	0	1999年	9342	https://pic1.ajkimg.com/display/ajk/8e772eb53a3793b606fc990dca0077cb/180x135c.jpg	https://m.anjuke.com/xa/community/830164/	185户
外贸纺织品进出口家属院	碑林区	南稍门	体育馆路27号	4		9765	https://pic1.ajkimg.com/display/ajk/3f54c360b2a677eeb6ab6f254e72b6d1/180x135c.jpg	https://m.anjuke.com/xa/community/830265/	84户
庙子巷甲字1号院	碑林区	长乐坊	庙子巷14号	6		9663	https://pic1.ajkimg.com/display/ajk/6243ce1f9b4bd019bdacf53f6614f7b5/180x135c.jpg	https://m.anjuke.com/xa/community/879451/	90户
和平公馆	碑林区	大差市	和平路96号	2	2014年	11052	https://pic1.ajkimg.com/display/ajk/0f59e7e03fceeff3907ae8054d6d99ef/180x135c.jpg	https://m.anjuke.com/xa/community/308528/	272户
西厦大厦	碑林区	长乐坊	东关正街18号	1	2012年	13095	https://pic1.ajkimg.com/display/ajk/ff1a4e171a2d162dca348437c5d6b5c9/180x135c.jpg	https://m.anjuke.com/xa/community/367814/	225户
质监局家属院	碑林区	西安交通大学	咸宁西路30号	0	2010年	11428	https://pic1.ajkimg.com/display/ajk/802743feaa0d0a6e1f38b362b0d10a8e/180x135c.jpg	https://m.anjuke.com/xa/community/831153/	494户
西安市人民检察院家属院	碑林区	环城南路	朱雀大街北段211号	6	1999年	10427	https://pic1.ajkimg.com/display/ajk/83899f285d59237d50f74bbdba00664d/180x135c.jpg	https://m.anjuke.com/xa/community/315908/	426户
陕西省公路局家属住宅区	碑林区	红缨路	含光北路128号	0		9166	https://pic1.ajkimg.com/display/ajk/085eb4716f4e1df5bd5f5b3e84bf8c1d/180x135c.jpg	https://m.anjuke.com/xa/community/830005/	520户
秦良大厦	碑林区	边家村	太白北路103号	4	2004年	12263	https://pic1.ajkimg.com/display/ajk/244b52d962f263efa7f01c435a337493/180x135c.jpg	https://m.anjuke.com/xa/community/879526/	72户
碑林区工商局家属楼	碑林区	文艺路	体育馆东路23号	0		11189	https://pic1.ajkimg.com/display/ajk/2837ce232e342ee9508518868d7c9668/180x135c.jpg	https://m.anjuke.com/xa/community/829916/	132户
学院山(文艺路)	碑林区	文艺路	文艺南路	10	2014年	15125	https://pic1.ajkimg.com/display/ajk/30560a53aa45f9521904aaa4dad561d5/180x135c.jpg	https://m.anjuke.com/xa/community/534326/	590户
粮食局家属院	碑林区	南稍门	南关正街17号	2	2015年	10862	https://pic1.ajkimg.com/display/ajk/36b870136cbd78a458d90f7f3a60d394/180x135c.jpg	https://m.anjuke.com/xa/community/356663/	36户
红会医院家属院	碑林区	南稍门	南郭路	0		11887	https://pic1.ajkimg.com/display/ajk/6e59069dfba6a1e80d6c85a688f0857d/180x135c.jpg	https://m.anjuke.com/xa/community/317143/	350户
陕西省人保家属院	碑林区	小雁塔	体育场北路	1		10066	https://pic1.ajkimg.com/display/ajk/1ca595d4f1e7428c7fc86b5f2859e02f/180x135c.jpg	https://m.anjuke.com/xa/community/829871/	95户
秦海大厦	碑林区	红缨路	水文巷1号	0		14020	https://pic1.ajkimg.com/display/ajk/0dc475dbb5fbf0fdc626a01ef6c53d2a/180x135c.jpg	https://m.anjuke.com/xa/community/445854/	234户
测绘西路一号院	碑林区	李家村	建设路西段	1		11133	https://pic1.ajkimg.com/display/ajk/59903750d33d157b51895da4011d3afd/180x135c.jpg	https://m.anjuke.com/xa/community/951875/	84户
孟家巷新区	碑林区	长乐坊	北廓门21号	0	2015年	8951	https://pic1.ajkimg.com/display/ajk/4301c37381f54e65d4a3d7a947df7412/180x135c.jpg	https://m.anjuke.com/xa/community/308813/	960户
迈科星苑	碑林区	环城南路	南二环东段545号	5	2010年	11033	https://pic1.ajkimg.com/display/ajk/e4c982d491cfc0c3abdb3b293bed6f9b/180x135c.jpg	https://m.anjuke.com/xa/community/274279/	64户
红会小区	碑林区	文艺路	南郭路58号	0	2001年	10733	https://pic1.ajkimg.com/display/ajk/9116d3f9e5753e54ad6f887d39afe059/180x135c.jpg	https://m.anjuke.com/xa/community/562840/	324户
交通新苑	碑林区	南门	振兴路89号	4	2008年	15098	https://pic1.ajkimg.com/display/ajk/cb5f81fe86ac4cad9c4550a1231d8c11/180x135c.jpg	https://m.anjuke.com/xa/community/320963/	260户
陕西电力设计院家属院	碑林区	文艺路	文艺北路123号	0		10014	https://pic1.ajkimg.com/display/ajk/d4e6cbc5e4709842c008395482255e4e/180x135c.jpg	https://m.anjuke.com/xa/community/829974/	108户
西窑坊小区	碑林区	长乐坊	伞塔路169号	26		9765	https://pages.anjukestatic.com/usersite/touch/img/global/defaultImg/list-deft-img.png	https://m.anjuke.com/xa/community/1082287/	--
万达新天地	碑林区	南大街	东大街	1	2012年	13186	https://pic1.ajkimg.com/display/ajk/226c9855c3ee44b70d55b7372752c168/180x135c.jpg	https://m.anjuke.com/xa/community/951971/	684户
环保局家属院	碑林区	长乐坊	伍道什字南街32号	1		10099	https://pic1.ajkimg.com/display/ajk/db8dff93507d3f391a484ee569566714/180x135c.jpg	https://m.anjuke.com/xa/community/311532/	84户
广济街小区	碑林区	广济街	南广济街83号	2	2002年	12011	https://pic1.ajkimg.com/display/ajk/fe6eba69c90c5c21f9adc478881c1ed4/180x135c.jpg	https://m.anjuke.com/xa/community/318297/	1592户
省文化广厦	碑林区	文艺路	文艺北路9号	20	2004年	13571	https://pic1.ajkimg.com/display/ajk/ab3d105e60b43122360a95b115f0890d/180x135c.jpg	https://m.anjuke.com/xa/community/879517/	480户
美美公寓	碑林区	环城南路	文艺北路仁义付一号	0	2010年	9757	https://pic1.ajkimg.com/display/ajk/ebbae680fc0ceee5044575d0aef3dcec/180x135c.jpg	https://m.anjuke.com/xa/community/317198/	121户
陕三建小区	碑林区	文艺路	测绘西路85号	0	2005年	13024	https://pic1.ajkimg.com/display/ajk/247a8c5f3432f778a08bcbfc2eaab5a1/180x135c.jpg	https://m.anjuke.com/xa/community/545758/	336户
大车家巷5号院	碑林区	南大街	大车家巷5号	2		10145	https://pic1.ajkimg.com/display/ajk/388e14c3f6851ddcc119236f63adc049/180x135c.jpg	https://m.anjuke.com/xa/community/1062262/	152户
和平大道	碑林区	大差市	和平路66号	0	2009年	10855	https://pic1.ajkimg.com/display/ajk/0339d7c2f63be2cda8e0f4632ac49400/180x135c.jpg	https://m.anjuke.com/xa/community/595821/	366户
文艺路小学家属院	碑林区	南稍门	文艺北路20号	1		10401	https://pic1.ajkimg.com/display/ajk/6faf4c337177fd66cece72a4561e3e32/180x135c.jpg	https://m.anjuke.com/xa/community/1067120/	70户
永宁庄	碑林区	长乐坊	柿园路49号	6	2000年	10666	https://pic1.ajkimg.com/display/ajk/256579a9a59d13b2fedea1ec93b2acac/180x135c.jpg	https://m.anjuke.com/xa/community/830959/	756户
景龙洋楼	碑林区	东关南街	景龙池30号	12	2003年	9636	https://pic1.ajkimg.com/display/ajk/789679e6754fbeba4c508e6e81d8e819/180x135c.jpg	https://m.anjuke.com/xa/community/274855/	86户
皇城美居	碑林区	南大街	东大街,近东仓门	0	2014年	9139	https://pic1.ajkimg.com/display/ajk/b66a96db3df5c37494aa3195fc1c9669/180x135c.jpg	https://m.anjuke.com/xa/community/401136/	224户
瓦窑小区	碑林区	文艺路	测绘西路33号	0	1998年	10197	https://pic1.ajkimg.com/display/ajk/97fa048b1848710b6f2569999a2d28de/180x135c.jpg	https://m.anjuke.com/xa/community/308494/	342户
广电小区长胜街院3区	碑林区	李家村	长胜街6号	0	1998年	10271	https://pic1.ajkimg.com/display/ajk/30d9a978432d768217321479bb0ea24d/180x135c.jpg	https://m.anjuke.com/xa/community/313699/	296户
大车家巷社区	碑林区	南大街	大车家巷5号	1		10581	https://pic1.ajkimg.com/display/ajk/fef2a0971bad8393ed21f2fab80ee25b/180x135c.jpg	https://m.anjuke.com/xa/community/376204/	96户
华陆太乙路小区	碑林区	西安交通大学	太乙路255号	2	1998年	11989	https://pic1.ajkimg.com/display/ajk/1af2d149fd0e7537c4c0a67d0f1b0f4d/180x135c.jpg	https://m.anjuke.com/xa/community/431494/	216户
中铁一局集团太乙路东院小区	碑林区	李家村	太乙路39号	21		15178	https://pages.anjukestatic.com/usersite/touch/img/global/defaultImg/list-deft-img.png	https://m.anjuke.com/xa/community/1286846/	--
公园南路115街坊	碑林区	西安交通大学	公园南路56号	0		11268	https://pic1.ajkimg.com/display/ajk/3b49da116e8f4bf3c35e633962e9a1b0/180x135c.jpg	https://m.anjuke.com/xa/community/316940/	676户
冉家村小区	碑林区	文艺路	体育路33号	2	2015年	9351	https://pic1.ajkimg.com/display/ajk/271adc1dbaf7e259fd9d025779ac30d3/180x135c.jpg	https://m.anjuke.com/xa/community/426689/	224户
省纪委监察厅家属院	碑林区	友谊东路	友谊东路	1	2006年	12207	https://pic1.ajkimg.com/display/ajk/05900727955c4ed47cfeea74e4769b6b/180x135c.jpg	https://m.anjuke.com/xa/community/308571/	56户
电信小区(碑林区)	碑林区	南稍门	长安北路33号	0		11172	https://pic1.ajkimg.com/display/ajk/afef22b5f3d76a22434836964e83b065/180x135c.jpg	https://m.anjuke.com/xa/community/951725/	85户
兴庆丽景	碑林区	环城南路	兴庆路	0	2006年	9987	https://pic1.ajkimg.com/display/ajk/f536c05537f835d47a8730eda2109fdd/180x135c.jpg	https://m.anjuke.com/xa/community/320912/	102户
西安建筑设计研究院家属院	碑林区	太乙路	安东街112号	0	2001年	10699	https://pic1.ajkimg.com/display/ajk/73c1448e2a31f3a16c2b12edc2de3318/180x135c.jpg	https://m.anjuke.com/xa/community/830410/	930户
团委家属院	碑林区	环城南路	邮电北巷	6	2005年	11756	https://pic1.ajkimg.com/display/ajk/de20411af303a782979d23377187694c/180x135c.jpg	https://m.anjuke.com/xa/community/311748/	336户
启智学院家属院	碑林区	红缨路	大学南路7号	1		12574	https://pic1.ajkimg.com/display/ajk/403692e6c2a61b7b6a44d7f4dfbcf1df/180x135c.jpg	https://m.anjuke.com/xa/community/343402/	24户
西安市蔬菜盐业公司家属院(碑林)	碑林区	环城南路	仁厚庄北路1号	0	2008年	10458	https://pic1.ajkimg.com/display/ajk/a3d9b3d7955aee4d16c9b8b1b94d730d/180x135c.jpg	https://m.anjuke.com/xa/community/314649/	60户
北廓门小区	碑林区	长乐坊	北郭门85号	1	2005年	8463	https://pic1.ajkimg.com/display/ajk/e3af6896ed446871e3d0bfed2b837410/180x135c.jpg	https://m.anjuke.com/xa/community/311330/	144户
陕建八公司边东院住宅小区	碑林区	边家村	边西街22号	0	1998年	11995	https://pic1.ajkimg.com/display/ajk/e18e83f493f3e7548be59533c3f08322/180x135c.jpg	https://m.anjuke.com/xa/community/829955/	2172户
西工大南苑	碑林区	友谊西路	友谊西路	0		15245	https://pic1.ajkimg.com/display/ajk/fc29603d5ff84568f666c5685fb716fb/180x135c.jpg	https://m.anjuke.com/xa/community/319417/	384户
西安市出租汽车公司二分公司兴庆路小区	碑林区	长乐坊	兴庆北路105号	0	2015年	8870	https://pic1.ajkimg.com/display/ajk/f5f785bb217bc6f664de09603d0be029/180x135c.jpg	https://m.anjuke.com/xa/community/830441/	294户
含光北苑小区	碑林区	红缨路	含光北路123号	1		11647	https://pic1.ajkimg.com/display/ajk/2e587133d1b4835e52297404f5dfd50f/180x135c.jpg	https://m.anjuke.com/xa/community/307030/	208户
碑林地税局家属院	碑林区	红缨路	含光中路55号	0		10053	https://pic1.ajkimg.com/display/ajk/2b8274cfe832ad551335fa45ca9792ce/180x135c.jpg	https://m.anjuke.com/xa/community/1061047/	126户
佳铭小区	碑林区	东关南街	东关南街216号	0	2007年	8826	https://pic1.ajkimg.com/display/ajk/63023a3e2f4068dedb4c3458c4a8250b/180x135c.jpg	https://m.anjuke.com/xa/community/830706/	815户
中煤科工西安院雁塔路住宅区	碑林区	李家村	雁塔北路29号	0		10609	https://pic1.ajkimg.com/display/ajk/b81763006b7c0ccf9135285f391af8d9/180x135c.jpg	https://m.anjuke.com/xa/community/831219/	360户
陕西出入境检验检疫局家属院	碑林区	何家村	含光北路10号	0	2015年	9912	https://pic1.ajkimg.com/display/ajk/5c7d97fabf5a745eaf66db8d2c631759/180x135c.jpg	https://m.anjuke.com/xa/community/315989/	120户
糖果厂家属院	碑林区	小雁塔	红缨路87号	2		10987	https://pic1.ajkimg.com/display/ajk/925424e2d909d969d22d9d51881cd486/180x135c.jpg	https://m.anjuke.com/xa/community/488710/	140户
市机关二号院	碑林区	东关南街	蔡家巷	0	1997年	11395	https://pic1.ajkimg.com/display/ajk/fccf341cb45bfcdadca4d5203ec216ba/180x135c.jpg	https://m.anjuke.com/xa/community/319977/	358户
西北电业职工大学家属院(北区)	碑林区	东大街	明胜街	18		10944	https://pic1.ajkimg.com/display/ajk/2090415c212963e5819fcef23d68a3ce/180x135c.jpg	https://m.anjuke.com/xa/community/1245112/	--
三五三八社区	碑林区	南稍门	草场坡	0		9650	https://pic1.ajkimg.com/display/ajk/93f09f06c46bf627cb324c6a876735f4/180x135c.jpg	https://m.anjuke.com/xa/community/951857/	274户
西安市卫生学校家属院	碑林区	文艺路	友谊东路398号	0	2015年	8341	https://pic1.ajkimg.com/display/ajk/5f0fa6b179d8a8dff7fa9ba04ad69d63/180x135c.jpg	https://m.anjuke.com/xa/community/372995/	416户
西安东方漂染厂家属院	碑林区	东关正街	互助路14号	4		9251	https://pic1.ajkimg.com/display/ajk/7e4e74c6528636f29805860556091f99/180x135c.jpg	https://m.anjuke.com/xa/community/830388/	104户
工商局家属院(碑林)	碑林区	何家村	含光北路2号	2	1998年	9541	https://pic1.ajkimg.com/display/ajk/d1994333d6e83156776a22132d328f1a/180x135c.jpg	https://m.anjuke.com/xa/community/479597/	96户
物资路3号院	碑林区	南稍门	文艺西路3号	1		10580	https://pic1.ajkimg.com/display/ajk/7b425be7da42c1fad8da6ad1ce3249cd/180x135c.jpg	https://m.anjuke.com/xa/community/1062252/	49户
东城新居	碑林区	长乐坊	伍道十字南街	0	2007年	10254	https://pic1.ajkimg.com/display/ajk/e4f176b1bad9c67358f7014e86513e71/180x135c.jpg	https://m.anjuke.com/xa/community/403990/	117户
碑林博物馆家属院	碑林区	红缨路	仁义村47号	7		11257	https://pic1.ajkimg.com/display/ajk/ccb2ece9630e2369b30f4ad7178035ae/180x135c.jpg	https://m.anjuke.com/xa/community/829913/	175户
乐居厂第一社区	碑林区	太乙路	乐居场	3	1998年	10240	https://pic1.ajkimg.com/display/ajk/3bbcaf1cf7a7f4695174c5dea6d0124a/180x135c.jpg	https://m.anjuke.com/xa/community/520439/	72户
物价局家属院	碑林区	环城南路	伞塔路159号	0	2000年	10638	https://pic1.ajkimg.com/display/ajk/95f559571208db4f236a11feeeba9fa1/180x135c.jpg	https://m.anjuke.com/xa/community/333930/	112户
体教公寓	碑林区	环城南路	长安北路	2	2007年	14368	https://pic1.ajkimg.com/display/ajk/8b3450672f6f1866dc5fe769fb44078b/180x135c.jpg	https://m.anjuke.com/xa/community/314131/	540户
